S1	p
S1	t
S1	k
S2	b
S2	d
S2	g
F1	f
F1	s
F1	x
F2	v
F2	z
F2	G
N1	m
N1	n
N2	N
L1	r
L1	l
L1	y
L1	w
V1	a
V1	e
V1	i
V1	o
V1	u
V2	y
V2	O
V2	I
V2	&
